Timestamp,Human readable date,a020a61c376d_borda,context_a020a61c376d_borda,a020a61c376d_externa,context_a020a61c376d_externa,a020a61c376d_fundo,context_a020a61c376d_fundo
1640449102675,2021-12-25 13:18:22,28.0,{},28.0,{},28.5,{}
1640448919086,2021-12-25 13:15:19,28.0,{},28.0,{},28.5,{}
1640448735189,2021-12-25 13:12:15,28.0,{},28.25,{},28.5,{}
1640448549209,2021-12-25 13:09:09,28.0,{},28.25,{},28.5,{}
1640448364084,2021-12-25 13:06:04,28.0,{},28.25,{},28.5,{}
1640448180308,2021-12-25 13:03:00,28.0,{},28.0,{},28.5,{}
1640447996447,2021-12-25 12:59:56,28.25,{},28.0,{},28.5,{}
1640447812751,2021-12-25 12:56:52,28.0,{},28.25,{},28.5,{}
1640447629131,2021-12-25 12:53:49,28.25,{},28.0,{},28.5,{}
1640447443053,2021-12-25 12:50:43,28.0,{},28.25,{},28.5,{}
1640447258651,2021-12-25 12:47:38,28.0,{},28.0,{},28.5,{}
1640447069865,2021-12-25 12:44:29,28.0,{},28.0,{},28.5,{}
1640446886063,2021-12-25 12:41:26,28.0,{},28.0,{},28.5,{}
1640446701957,2021-12-25 12:38:21,28.0,{},28.0,{},28.5,{}
1640446518276,2021-12-25 12:35:18,28.0,{},28.0,{},28.5,{}
1640446331328,2021-12-25 12:32:11,28.0,{},28.25,{},28.5,{}
1640446147697,2021-12-25 12:29:07,28.0,{},28.25,{},28.5,{}
1640445963490,2021-12-25 12:26:03,28.0,{},28.0,{},28.5,{}
1640445779661,2021-12-25 12:22:59,28.0,{},28.0,{},28.5,{}
1640445596138,2021-12-25 12:19:56,28.0,{},28.0,{},28.5,{}
1640445412361,2021-12-25 12:16:52,28.0,{},28.0,{},28.5,{}
1640445226620,2021-12-25 12:13:46,28.0,{},28.0,{},28.25,{}
1640445043131,2021-12-25 12:10:43,28.0,{},28.0,{},28.5,{}
1640444859613,2021-12-25 12:07:39,28.0,{},27.25,{},28.5,{}
1640444676075,2021-12-25 12:04:36,27.75,{},27.25,{},28.25,{}
1640444492300,2021-12-25 12:01:32,27.75,{},27.0,{},28.25,{}
1640444308505,2021-12-25 11:58:28,27.75,{},26.75,{},28.25,{}
1640444124730,2021-12-25 11:55:24,27.75,{},26.75,{},28.25,{}
1640443937860,2021-12-25 11:52:17,27.75,{},26.5,{},28.25,{}
1640443754311,2021-12-25 11:49:14,27.75,{},26.5,{},28.0,{}
1640443570406,2021-12-25 11:46:10,27.75,{},26.0,{},28.0,{}
1640443386694,2021-12-25 11:43:06,27.5,{},26.0,{},28.0,{}
1640443202895,2021-12-25 11:40:02,27.5,{},26.0,{},28.0,{}
1640443019232,2021-12-25 11:36:59,27.5,{},26.0,{},27.75,{}
1640442833560,2021-12-25 11:33:53,27.5,{},26.0,{},27.75,{}
1640442646479,2021-12-25 11:30:46,27.5,{},25.75,{},27.75,{}
1640442463064,2021-12-25 11:27:43,27.5,{},26.0,{},27.75,{}
1640442279363,2021-12-25 11:24:39,27.5,{},25.75,{},27.75,{}
1640442095712,2021-12-25 11:21:35,27.5,{},25.75,{},27.75,{}
1640441912019,2021-12-25 11:18:32,27.5,{},25.75,{},27.75,{}
1640441728571,2021-12-25 11:15:28,27.5,{},25.5,{},27.75,{}
1640441544397,2021-12-25 11:12:24,27.5,{},25.75,{},27.75,{}
1640441358566,2021-12-25 11:09:18,27.5,{},25.5,{},27.75,{}
1640441174876,2021-12-25 11:06:14,27.5,{},25.75,{},27.75,{}
1640440990975,2021-12-25 11:03:10,27.5,{},25.75,{},27.75,{}
1640440807493,2021-12-25 11:00:07,27.5,{},25.75,{},27.75,{}
1640440623252,2021-12-25 10:57:03,27.5,{},25.5,{},27.75,{}
1640440439784,2021-12-25 10:53:59,27.5,{},25.5,{},27.75,{}
1640440256250,2021-12-25 10:50:56,27.5,{},25.5,{},27.75,{}
1640440070151,2021-12-25 10:47:50,27.5,{},25.5,{},27.75,{}
1640439886613,2021-12-25 10:44:46,27.5,{},25.5,{},27.75,{}
1640439703011,2021-12-25 10:41:43,27.5,{},25.5,{},27.75,{}
1640439518380,2021-12-25 10:38:38,27.5,{},25.5,{},27.75,{}
1640439334838,2021-12-25 10:35:34,27.5,{},25.5,{},27.75,{}
1640439150705,2021-12-25 10:32:30,27.5,{},25.25,{},27.75,{}
1640438967016,2021-12-25 10:29:27,27.5,{},25.0,{},27.75,{}
1640438780973,2021-12-25 10:26:20,27.5,{},25.0,{},27.75,{}
1640438597327,2021-12-25 10:23:17,27.5,{},24.75,{},27.75,{}
1640438412726,2021-12-25 10:20:12,27.5,{},24.75,{},27.75,{}
1640438229141,2021-12-25 10:17:09,27.5,{},25.0,{},27.75,{}
1640438045569,2021-12-25 10:14:05,27.5,{},25.0,{},27.75,{}
1640437861829,2021-12-25 10:11:01,27.5,{},24.5,{},27.75,{}
1640437644042,2021-12-25 10:07:24,24.0,{},23.25,{},24.5,{}
1640437615990,2021-12-25 10:06:55,22.75,{},22.75,{},24.25,{}
1640437431668,2021-12-25 10:03:51,22.25,{},22.5,{},23.0,{}
1640437248077,2021-12-25 10:00:48,22.0,{},22.25,{},23.0,{}
1640428646642,2021-12-25 07:37:26,27.25,{},20.5,{},-127.0,{}
1640428460881,2021-12-25 07:34:20,27.25,{},20.25,{},85.0,{}
1640428277221,2021-12-25 07:31:17,27.25,{},20.25,{},85.0,{}
1640428093675,2021-12-25 07:28:13,27.25,{},20.25,{},85.0,{}
1640427910044,2021-12-25 07:25:10,27.5,{},20.25,{},-26.0,{}
1640427726295,2021-12-25 07:22:06,27.5,{},20.25,{},-41.0,{}
1640427542503,2021-12-25 07:19:02,27.5,{},20.0,{},-42.0,{}
1640427358941,2021-12-25 07:15:58,27.5,{},20.0,{},-127.0,{}
1640427175382,2021-12-25 07:12:55,27.5,{},19.75,{},-127.0,{}
1640426988639,2021-12-25 07:09:48,27.5,{},19.75,{},127.75,{}
1640426804226,2021-12-25 07:06:44,27.5,{},19.75,{},127.75,{}
1640426620756,2021-12-25 07:03:40,27.5,{},19.5,{},-127.0,{}
1640426436960,2021-12-25 07:00:36,27.5,{},19.75,{},-127.0,{}
1640426253320,2021-12-25 06:57:33,27.5,{},19.75,{},127.75,{}
1640426069528,2021-12-25 06:54:29,27.5,{},19.75,{},127.75,{}
1640425885986,2021-12-25 06:51:25,27.5,{},19.75,{},127.75,{}
1640425702455,2021-12-25 06:48:22,27.5,{},19.5,{},127.75,{}
1640425516252,2021-12-25 06:45:16,27.5,{},19.75,{},-49.25,{}
1640425332512,2021-12-25 06:42:12,27.5,{},19.75,{},-127.0,{}
1640425148966,2021-12-25 06:39:08,27.5,{},19.5,{},127.75,{}
1640424965193,2021-12-25 06:36:05,27.5,{},19.75,{},-127.0,{}
1640424781415,2021-12-25 06:33:01,27.5,{},19.75,{},-127.0,{}
1640424597767,2021-12-25 06:29:57,27.5,{},19.75,{},127.75,{}
1640424414041,2021-12-25 06:26:54,27.5,{},19.5,{},-127.0,{}
1640424228100,2021-12-25 06:23:48,27.5,{},19.5,{},-127.0,{}
1640424044323,2021-12-25 06:20:44,27.5,{},19.5,{},85.0,{}
1640423860543,2021-12-25 06:17:40,27.5,{},19.5,{},-127.0,{}
1640423676876,2021-12-25 06:14:36,27.5,{},19.5,{},-127.0,{}
1640423493304,2021-12-25 06:11:33,27.5,{},19.25,{},-127.0,{}
1640423309685,2021-12-25 06:08:29,27.5,{},19.5,{},-127.0,{}
1640423126024,2021-12-25 06:05:26,27.5,{},19.5,{},-54.25,{}
1640422940160,2021-12-25 06:02:20,27.5,{},19.25,{},127.75,{}
1640422756588,2021-12-25 05:59:16,27.5,{},19.25,{},-127.0,{}
1640422573140,2021-12-25 05:56:13,27.5,{},19.25,{},127.75,{}
1640422389305,2021-12-25 05:53:09,27.5,{},19.0,{},127.75,{}
1640422205700,2021-12-25 05:50:05,27.5,{},19.0,{},-127.0,{}
1640422022246,2021-12-25 05:47:02,27.5,{},19.0,{},-127.0,{}
1640421838727,2021-12-25 05:43:58,27.5,{},19.0,{},-127.0,{}
1640421654892,2021-12-25 05:40:54,27.5,{},18.75,{},127.75,{}
1640421468818,2021-12-25 05:37:48,27.5,{},18.75,{},-127.0,{}
1640421285071,2021-12-25 05:34:45,27.5,{},18.75,{},127.75,{}
1640421101374,2021-12-25 05:31:41,27.5,{},18.5,{},127.75,{}
1640420917698,2021-12-25 05:28:37,27.5,{},18.5,{},-127.0,{}
1640420734013,2021-12-25 05:25:34,27.5,{},18.5,{},127.75,{}
1640420550358,2021-12-25 05:22:30,27.5,{},18.5,{},127.75,{}
1640420366649,2021-12-25 05:19:26,27.5,{},18.5,{},-127.0,{}
1640420180588,2021-12-25 05:16:20,27.5,{},18.5,{},127.75,{}
1640419996927,2021-12-25 05:13:16,27.5,{},18.5,{},127.75,{}
1640419792040,2021-12-25 05:09:52,27.5,{},18.5,{},-46.75,{}
1640419608083,2021-12-25 05:06:48,27.5,{},18.5,{},20.75,{}
1640419424315,2021-12-25 05:03:44,27.5,{},18.5,{},27.5,{}
1640419240720,2021-12-25 05:00:40,27.5,{},18.5,{},-127.0,{}
1640419057209,2021-12-25 04:57:37,27.5,{},18.5,{},-13.25,{}
1640418871196,2021-12-25 04:54:31,27.5,{},18.25,{},9.25,{}
1640418687499,2021-12-25 04:51:27,27.5,{},18.25,{},-33.75,{}
1640418503909,2021-12-25 04:48:23,27.5,{},18.25,{},-45.5,{}
1640418320371,2021-12-25 04:45:20,27.5,{},18.25,{},-17.25,{}
1640418136514,2021-12-25 04:42:16,27.5,{},18.5,{},-8.25,{}
1640417952864,2021-12-25 04:39:12,27.5,{},18.5,{},-24.0,{}
1640417769139,2021-12-25 04:36:09,27.5,{},18.25,{},-44.75,{}
1640417585499,2021-12-25 04:33:05,27.5,{},18.5,{},-35.5,{}
1640417399671,2021-12-25 04:29:59,27.5,{},18.5,{},85.0,{}
1640417216053,2021-12-25 04:26:56,27.5,{},18.5,{},-23.75,{}
1640417032565,2021-12-25 04:23:52,27.75,{},18.5,{},85.0,{}
1640416849258,2021-12-25 04:20:49,27.75,{},18.5,{},-28.75,{}
1640416665509,2021-12-25 04:17:45,27.75,{},18.5,{},-32.5,{}
1640416481792,2021-12-25 04:14:41,27.75,{},18.75,{},-48.5,{}
1640416298263,2021-12-25 04:11:38,27.75,{},18.75,{},-17.5,{}
1640416112536,2021-12-25 04:08:32,27.75,{},18.75,{},-11.75,{}
1640415928759,2021-12-25 04:05:28,27.75,{},18.75,{},-13.75,{}
1640415745089,2021-12-25 04:02:25,27.75,{},18.75,{},-127.0,{}
1640415561432,2021-12-25 03:59:21,27.75,{},18.75,{},-45.75,{}
1640415377714,2021-12-25 03:56:17,27.75,{},18.75,{},-127.0,{}
1640415194003,2021-12-25 03:53:14,27.75,{},18.75,{},-26.25,{}
1640415010307,2021-12-25 03:50:10,27.75,{},18.75,{},-46.5,{}
1640414826741,2021-12-25 03:47:06,27.75,{},18.75,{},-36.0,{}
1640414640673,2021-12-25 03:44:00,27.75,{},19.0,{},85.0,{}
1640414457220,2021-12-25 03:40:57,27.75,{},19.0,{},-27.75,{}
1640414273685,2021-12-25 03:37:53,27.75,{},19.0,{},-46.5,{}
1640414090045,2021-12-25 03:34:50,27.75,{},19.25,{},-35.5,{}
1640413906376,2021-12-25 03:31:46,27.75,{},19.25,{},-40.25,{}
1640413722620,2021-12-25 03:28:42,27.75,{},19.25,{},-43.0,{}
1640413538806,2021-12-25 03:25:38,27.75,{},19.25,{},-35.75,{}
1640413353028,2021-12-25 03:22:33,27.75,{},19.25,{},-127.0,{}
1640413169436,2021-12-25 03:19:29,27.75,{},19.25,{},127.75,{}
1640412985570,2021-12-25 03:16:25,27.75,{},19.25,{},-127.0,{}
1640412801811,2021-12-25 03:13:21,27.75,{},19.25,{},-127.0,{}
1640412618186,2021-12-25 03:10:18,27.75,{},19.25,{},-48.0,{}
1640412434498,2021-12-25 03:07:14,27.75,{},19.5,{},127.75,{}
1640412250812,2021-12-25 03:04:10,27.75,{},19.5,{},-127.0,{}
1640412064957,2021-12-25 03:01:04,27.75,{},19.5,{},-127.0,{}
1640411881273,2021-12-25 02:58:01,27.75,{},19.5,{},-127.0,{}
1640411697725,2021-12-25 02:54:57,27.75,{},19.5,{},-29.0,{}
1640411513992,2021-12-25 02:51:53,27.75,{},19.5,{},-26.25,{}
1640411330491,2021-12-25 02:48:50,27.75,{},19.5,{},85.0,{}
1640411146978,2021-12-25 02:45:46,27.75,{},19.5,{},127.75,{}
1640410963289,2021-12-25 02:42:43,27.75,{},19.5,{},-24.5,{}
1640410779692,2021-12-25 02:39:39,27.75,{},19.5,{},-50.25,{}
1640410593721,2021-12-25 02:36:33,27.75,{},19.5,{},127.75,{}
1640410410044,2021-12-25 02:33:30,27.75,{},19.5,{},-27.0,{}
1640410226419,2021-12-25 02:30:26,27.75,{},19.5,{},127.75,{}
1640410042815,2021-12-25 02:27:22,27.75,{},19.5,{},-48.75,{}
1640409859143,2021-12-25 02:24:19,27.75,{},19.5,{},-54.5,{}
1640409675443,2021-12-25 02:21:15,27.75,{},19.5,{},127.75,{}
1640409491843,2021-12-25 02:18:11,27.75,{},19.5,{},-127.0,{}
1640409306137,2021-12-25 02:15:06,27.75,{},19.5,{},-53.0,{}
1640409122538,2021-12-25 02:12:02,27.75,{},19.5,{},-49.25,{}
1640408938780,2021-12-25 02:08:58,27.75,{},19.5,{},-48.75,{}
1640408754874,2021-12-25 02:05:54,27.75,{},19.75,{},127.75,{}
1640408571198,2021-12-25 02:02:51,27.75,{},19.75,{},-53.0,{}
1640408387508,2021-12-25 01:59:47,27.75,{},19.75,{},-36.5,{}
1640408203915,2021-12-25 01:56:43,27.75,{},19.75,{},-44.25,{}
1640408017979,2021-12-25 01:53:37,27.75,{},19.5,{},-127.0,{}
1640407834196,2021-12-25 01:50:34,27.75,{},19.5,{},-40.5,{}
1640407650506,2021-12-25 01:47:30,27.75,{},19.75,{},-50.75,{}
1640407466712,2021-12-25 01:44:26,28.0,{},19.75,{},127.75,{}
1640407283066,2021-12-25 01:41:23,27.75,{},19.75,{},127.75,{}
1640407099317,2021-12-25 01:38:19,27.75,{},19.75,{},127.75,{}
1640406915814,2021-12-25 01:35:15,28.0,{},19.5,{},-127.0,{}
1640406732309,2021-12-25 01:32:12,28.0,{},19.75,{},127.75,{}
1640406545275,2021-12-25 01:29:05,27.75,{},19.75,{},127.75,{}
1640406361583,2021-12-25 01:26:01,28.0,{},19.75,{},-127.0,{}
1640406171659,2021-12-25 01:22:51,28.0,{},19.75,{},-127.0,{}
1640405969932,2021-12-25 01:19:29,28.0,{},19.75,{},127.75,{}
1640405786319,2021-12-25 01:16:26,28.0,{},19.75,{},-127.0,{}
1640405602754,2021-12-25 01:13:22,28.0,{},19.75,{},-127.0,{}
1640405400785,2021-12-25 01:10:00,28.0,{},19.75,{},127.75,{}
1640405209669,2021-12-25 01:06:49,28.0,{},19.75,{},-127.0,{}
1640405025865,2021-12-25 01:03:45,28.0,{},19.75,{},-127.0,{}
1640404842176,2021-12-25 01:00:42,28.0,{},19.75,{},-127.0,{}
1640404658381,2021-12-25 00:57:38,28.0,{},20.0,{},-127.0,{}
1640404474829,2021-12-25 00:54:34,28.0,{},19.75,{},-54.0,{}
1640404291232,2021-12-25 00:51:31,28.0,{},20.0,{},-127.0,{}
1640404107510,2021-12-25 00:48:27,28.0,{},20.0,{},127.75,{}
1640403923637,2021-12-25 00:45:23,28.0,{},20.0,{},127.75,{}
1640403737684,2021-12-25 00:42:17,28.0,{},20.0,{},127.75,{}
1640403553779,2021-12-25 00:39:13,28.0,{},20.0,{},127.75,{}
1640403370008,2021-12-25 00:36:10,28.0,{},20.0,{},127.75,{}
1640403183981,2021-12-25 00:33:03,28.0,{},20.0,{},-50.75,{}
1640402999504,2021-12-25 00:29:59,28.0,{},20.25,{},127.75,{}
1640402815901,2021-12-25 00:26:55,28.0,{},20.25,{},127.75,{}
1640402632292,2021-12-25 00:23:52,28.0,{},20.25,{},127.75,{}
1640402446015,2021-12-25 00:20:46,28.0,{},20.25,{},-127.0,{}
1640402262332,2021-12-25 00:17:42,28.0,{},20.25,{},-37.5,{}
1640402078714,2021-12-25 00:14:38,28.0,{},20.25,{},-35.75,{}
1640401894174,2021-12-25 00:11:34,28.0,{},20.25,{},-43.75,{}
1640401710418,2021-12-25 00:08:30,28.0,{},20.5,{},-45.75,{}
1640401526577,2021-12-25 00:05:26,28.0,{},20.5,{},-42.0,{}
1640401342601,2021-12-25 00:02:22,28.0,{},20.5,{},-41.75,{}
1640401156701,2021-12-24 23:59:16,28.0,{},20.5,{},-49.5,{}
1640400972420,2021-12-24 23:56:12,28.0,{},20.5,{},-36.75,{}
1640400788466,2021-12-24 23:53:08,28.0,{},20.5,{},-10.75,{}
1640400604658,2021-12-24 23:50:04,28.0,{},20.5,{},-47.75,{}
1640400420955,2021-12-24 23:47:00,28.0,{},20.75,{},-45.25,{}
1640400237428,2021-12-24 23:43:57,28.0,{},20.75,{},-40.5,{}
1640400052999,2021-12-24 23:40:52,28.0,{},20.75,{},-34.0,{}
1640399869516,2021-12-24 23:37:49,28.0,{},20.5,{},-127.0,{}
1640399683441,2021-12-24 23:34:43,28.0,{},20.5,{},-127.0,{}
1640399499469,2021-12-24 23:31:39,28.0,{},20.5,{},85.0,{}
1640399315877,2021-12-24 23:28:35,28.0,{},20.5,{},-36.0,{}
1640399131963,2021-12-24 23:25:31,28.0,{},20.5,{},85.0,{}
1640398948421,2021-12-24 23:22:28,28.0,{},20.5,{},-127.0,{}
1640398764667,2021-12-24 23:19:24,28.0,{},20.75,{},-30.5,{}
1640398580910,2021-12-24 23:16:20,28.25,{},20.75,{},-30.75,{}
1640398395308,2021-12-24 23:13:15,28.0,{},20.75,{},-35.25,{}
1640398209708,2021-12-24 23:10:09,28.25,{},20.75,{},-29.0,{}
1640398026107,2021-12-24 23:07:06,28.25,{},20.5,{},-38.0,{}
1640397842333,2021-12-24 23:04:02,28.25,{},20.5,{},-127.0,{}
1640397658010,2021-12-24 23:00:58,28.25,{},20.5,{},-127.0,{}
1640397473955,2021-12-24 22:57:53,28.25,{},20.5,{},-127.0,{}
1640397290230,2021-12-24 22:54:50,28.25,{},20.5,{},-48.5,{}
1640397106691,2021-12-24 22:51:46,28.25,{},20.5,{},-49.75,{}
1640396922990,2021-12-24 22:48:42,28.25,{},20.5,{},-47.75,{}
1640396736731,2021-12-24 22:45:36,28.25,{},20.5,{},-127.0,{}
1640396553040,2021-12-24 22:42:33,28.25,{},20.5,{},-54.5,{}
1640396369362,2021-12-24 22:39:29,28.25,{},20.5,{},85.0,{}
1640396185772,2021-12-24 22:36:25,28.25,{},20.5,{},-40.75,{}
1640395994749,2021-12-24 22:33:14,28.25,{},20.25,{},-127.0,{}
1640395811178,2021-12-24 22:30:11,28.25,{},20.25,{},-48.0,{}
1640395627416,2021-12-24 22:27:07,28.25,{},20.25,{},-52.0,{}
1640395440951,2021-12-24 22:24:00,28.25,{},20.25,{},-54.0,{}
1640395256207,2021-12-24 22:20:56,28.25,{},20.25,{},-43.5,{}
1640395058980,2021-12-24 22:17:38,28.25,{},20.25,{},-35.5,{}
1640394872449,2021-12-24 22:14:32,28.25,{},20.25,{},-51.0,{}
1640394687966,2021-12-24 22:11:27,28.25,{},20.25,{},85.0,{}
1640394503304,2021-12-24 22:08:23,28.25,{},20.25,{},-127.0,{}
1640394318071,2021-12-24 22:05:18,28.25,{},20.5,{},-127.0,{}
1640394132277,2021-12-24 22:02:12,28.25,{},20.5,{},-127.0,{}
1640393948714,2021-12-24 21:59:08,28.25,{},20.5,{},-127.0,{}
1640393764884,2021-12-24 21:56:04,28.25,{},20.5,{},-127.0,{}
1640393581222,2021-12-24 21:53:01,28.25,{},20.5,{},-127.0,{}
1640393397552,2021-12-24 21:49:57,28.25,{},20.5,{},-47.5,{}
1640393213807,2021-12-24 21:46:53,28.25,{},20.75,{},-47.0,{}
1640393030082,2021-12-24 21:43:50,28.25,{},20.75,{},-54.75,{}
1640392842961,2021-12-24 21:40:42,28.25,{},21.0,{},-26.75,{}
1640392657232,2021-12-24 21:37:37,28.25,{},21.0,{},-51.25,{}
1640392247216,2021-12-24 21:30:47,28.25,{},21.0,{},85.0,{}
1640392063642,2021-12-24 21:27:43,28.25,{},21.0,{},-22.0,{}
1640391879253,2021-12-24 21:24:39,28.25,{},21.0,{},-53.25,{}
1640391673133,2021-12-24 21:21:13,28.25,{},21.0,{},-127.0,{}
1640391489450,2021-12-24 21:18:09,28.25,{},21.0,{},-34.5,{}
1640391305813,2021-12-24 21:15:05,28.25,{},21.0,{},-127.0,{}
1640391122339,2021-12-24 21:12:02,28.25,{},21.0,{},-15.25,{}
1640390933679,2021-12-24 21:08:53,28.25,{},21.25,{},-12.25,{}
1640390733416,2021-12-24 21:05:33,28.25,{},21.25,{},-36.5,{}
1640390547570,2021-12-24 21:02:27,28.25,{},21.25,{},-44.75,{}
1640390360664,2021-12-24 20:59:20,28.25,{},21.25,{},-45.25,{}
1640390176950,2021-12-24 20:56:16,28.25,{},21.25,{},-39.5,{}
1640389990889,2021-12-24 20:53:10,28.25,{},21.0,{},-34.5,{}
1640389807317,2021-12-24 20:50:07,28.25,{},21.0,{},-31.75,{}
1640389623665,2021-12-24 20:47:03,28.25,{},21.0,{},-17.0,{}
1640389439965,2021-12-24 20:43:59,28.25,{},21.25,{},-52.75,{}
1640389256342,2021-12-24 20:40:56,28.25,{},21.25,{},-46.75,{}
1640389070135,2021-12-24 20:37:50,28.25,{},21.5,{},-48.0,{}
1640388886229,2021-12-24 20:34:46,28.25,{},21.5,{},-33.0,{}
1640388702447,2021-12-24 20:31:42,28.25,{},21.5,{},-127.0,{}
1640388518741,2021-12-24 20:28:38,28.25,{},21.75,{},-47.5,{}
1640388317642,2021-12-24 20:25:17,28.25,{},22.0,{},-48.5,{}
1640388133909,2021-12-24 20:22:13,28.25,{},22.25,{},-51.25,{}
1640387950283,2021-12-24 20:19:10,28.25,{},22.25,{},-37.75,{}
1640387763337,2021-12-24 20:16:03,28.25,{},22.25,{},-127.0,{}
1640387569857,2021-12-24 20:12:49,28.25,{},22.5,{},-127.0,{}
1640387373917,2021-12-24 20:09:33,28.25,{},22.5,{},-127.0,{}
1640387190200,2021-12-24 20:06:30,28.25,{},22.75,{},85.0,{}
1640387006796,2021-12-24 20:03:26,28.5,{},22.75,{},-52.5,{}
1640386823168,2021-12-24 20:00:23,28.5,{},22.75,{},85.0,{}
1640386639476,2021-12-24 19:57:19,28.5,{},23.0,{},127.75,{}
1640386453453,2021-12-24 19:54:13,28.5,{},23.0,{},-44.0,{}
1640386269779,2021-12-24 19:51:09,28.5,{},23.25,{},-127.0,{}
1640386086308,2021-12-24 19:48:06,28.5,{},23.25,{},-45.25,{}
1640385902743,2021-12-24 19:45:02,28.5,{},23.25,{},-49.0,{}
1640385719084,2021-12-24 19:41:59,28.5,{},23.0,{},127.75,{}
1640385535530,2021-12-24 19:38:55,28.5,{},23.25,{},127.75,{}
1640385352055,2021-12-24 19:35:52,28.5,{},23.5,{},127.75,{}
1640385165924,2021-12-24 19:32:45,28.5,{},24.0,{},127.75,{}
1640384982155,2021-12-24 19:29:42,28.5,{},24.25,{},127.75,{}
1640384798301,2021-12-24 19:26:38,28.5,{},24.25,{},127.75,{}
1640384614591,2021-12-24 19:23:34,28.5,{},24.25,{},-127.0,{}
1640384430891,2021-12-24 19:20:30,28.5,{},24.25,{},-40.0,{}
1640384247354,2021-12-24 19:17:27,28.5,{},24.25,{},-53.5,{}
1640384063831,2021-12-24 19:14:23,28.5,{},24.5,{},-35.0,{}
1640383877606,2021-12-24 19:11:17,28.5,{},24.5,{},127.75,{}
1640383693719,2021-12-24 19:08:13,28.5,{},24.5,{},-41.0,{}
1640383509978,2021-12-24 19:05:09,28.5,{},24.5,{},-127.0,{}
1640383326356,2021-12-24 19:02:06,28.5,{},24.5,{},-127.0,{}
1640383142675,2021-12-24 18:59:02,28.5,{},24.5,{},-30.25,{}
1640382958883,2021-12-24 18:55:58,28.5,{},24.5,{},-45.25,{}
1640382773041,2021-12-24 18:52:53,28.5,{},24.75,{},127.75,{}
1640382589342,2021-12-24 18:49:49,28.5,{},24.75,{},-46.5,{}
1640382405811,2021-12-24 18:46:45,28.5,{},24.75,{},127.75,{}
1640382222249,2021-12-24 18:43:42,28.5,{},25.0,{},127.75,{}
1640382038533,2021-12-24 18:40:38,28.5,{},25.0,{},127.75,{}
1640381854766,2021-12-24 18:37:34,28.5,{},25.0,{},85.0,{}
1640381669128,2021-12-24 18:34:29,28.5,{},25.25,{},85.0,{}
1640381485363,2021-12-24 18:31:25,28.5,{},25.25,{},85.0,{}
1640381301736,2021-12-24 18:28:21,28.5,{},25.25,{},85.0,{}
1640381118088,2021-12-24 18:25:18,28.5,{},25.25,{},85.0,{}
1640380934576,2021-12-24 18:22:14,28.5,{},25.5,{},85.0,{}
1640380751084,2021-12-24 18:19:11,28.5,{},25.5,{},85.0,{}
1640380565341,2021-12-24 18:16:05,28.5,{},25.5,{},85.0,{}
1640380381738,2021-12-24 18:13:01,28.5,{},25.75,{},85.0,{}
1640380198419,2021-12-24 18:09:58,28.5,{},25.75,{},85.0,{}
1640380014859,2021-12-24 18:06:54,28.5,{},25.75,{},85.0,{}
1640379831252,2021-12-24 18:03:51,28.5,{},26.0,{},85.0,{}
1640379647478,2021-12-24 18:00:47,28.5,{},26.0,{},85.0,{}
1640379463811,2021-12-24 17:57:43,28.5,{},26.0,{},85.0,{}
1640379278104,2021-12-24 17:54:38,28.5,{},26.25,{},85.0,{}
1640379094610,2021-12-24 17:51:34,28.5,{},26.25,{},85.0,{}
1640378910831,2021-12-24 17:48:30,28.5,{},26.5,{},85.0,{}
1640378727402,2021-12-24 17:45:27,28.5,{},26.5,{},85.0,{}
1640378543704,2021-12-24 17:42:23,28.5,{},26.5,{},85.0,{}
1640378360357,2021-12-24 17:39:20,28.5,{},26.5,{},85.0,{}
1640378176958,2021-12-24 17:36:16,28.5,{},26.5,{},85.0,{}
1640377991268,2021-12-24 17:33:11,28.5,{},26.0,{},85.0,{}
1640377807636,2021-12-24 17:30:07,28.5,{},25.75,{},85.0,{}
1640377624043,2021-12-24 17:27:04,28.5,{},27.25,{},85.0,{}
1640377440473,2021-12-24 17:24:00,28.5,{},27.5,{},85.0,{}
1640377228678,2021-12-24 17:20:28,28.5,{},27.5,{},85.0,{}
1640377045162,2021-12-24 17:17:25,28.5,{},27.5,{},85.0,{}
1640376858910,2021-12-24 17:14:18,28.5,{},27.75,{},85.0,{}
1640376670323,2021-12-24 17:11:10,28.75,{},27.5,{},85.0,{}
1640376481489,2021-12-24 17:08:01,28.5,{},27.75,{},85.0,{}
1640376298121,2021-12-24 17:04:58,28.75,{},27.75,{},85.0,{}
1640376114419,2021-12-24 17:01:54,28.75,{},28.0,{},85.0,{}
1640375930947,2021-12-24 16:58:50,28.75,{},28.0,{},85.0,{}
1640375743642,2021-12-24 16:55:43,28.75,{},28.0,{},85.0,{}
1640375559754,2021-12-24 16:52:39,28.75,{},28.0,{},85.0,{}
1640375376157,2021-12-24 16:49:36,28.75,{},28.25,{},85.0,{}
1640375192555,2021-12-24 16:46:32,28.5,{},28.25,{},85.0,{}
1640375009141,2021-12-24 16:43:29,28.75,{},28.25,{},85.0,{}
1640374825362,2021-12-24 16:40:25,28.75,{},28.25,{},85.0,{}
1640374641771,2021-12-24 16:37:21,28.75,{},28.5,{},85.0,{}
1640374455740,2021-12-24 16:34:15,28.75,{},28.5,{},85.0,{}
1640374272347,2021-12-24 16:31:12,28.75,{},28.75,{},85.0,{}
1640374089005,2021-12-24 16:28:09,28.75,{},28.5,{},85.0,{}
